CID,NumberOfRings,NumberOfAromaticRings,ALogP,MolecularWeight,RotatableBondCount,HydrogenBondAcceptorCount,HydrogenBondDonorCount,TPSA,XlogP,EC50
5140198,6,2.0,0.0,412.3993,3,7,1,151.0,2.6,0.102
5147767,4,4.0,0.0,560.300156,7,9,1,69.3,6.1,1.109
5152307,3,3.0,0.0,329.80398,4,5,0,73.2,3.8,2.361
5152963,5,5.0,0.0,434.53224,7,3,2,64.6,4.6,1.258
5153374,4,3.0,0.0,494.97166,4,8,1,162.0,4.0,0.63
5169123,3,1.0,0.0,387.92464,4,6,1,72.5,1.2,1.112
5170830,3,3.0,0.0,349.46928,5,2,1,37.3,4.5,1.631
5170953,3,3.0,0.0,362.3836,3,7,2,173.0,2.9,0.993
5176394,3,2.0,0.0,447.3145,6,5,3,91.8,5.2,2.134
5177776,4,4.0,0.0,589.0829,10,9,1,175.0,4.9,0.999
5183241,3,2.0,0.0,326.2703,2,9,1,161.0,1.2,0.209
5187767,2,2.0,0.0,396.84858,7,6,4,125.0,3.9,1.995
5188234,4,3.0,0.0,455.54984,5,6,2,132.0,3.7,2.02
5191473,4,3.0,0.0,467.5374,7,7,1,118.0,3.2,2.039
5209962,0,0.0,3.27,323.69062,5,3,1,89.7,3.3,0.524
5220239,6,4.0,0.0,516.455726,4,8,1,118.0,5.0,1.312
5222305,4,3.0,0.0,426.8099,5,7,0,114.0,3.2,2.803
5224712,4,4.0,0.0,478.92422,7,5,1,77.1,4.5,3.704
5236748,5,3.0,0.0,448.62348,4,5,0,77.6,6.2,1.684
5239347,4,2.0,0.0,467.33356,4,6,0,84.5,2.9,0.891
5284439,3,0.0,0.0,393.56006,6,5,3,86.6,0.0,3.135
5286607,4,3.0,0.0,439.46924,4,7,1,141.0,4.4,1.809
5287040,3,3.0,0.0,344.19474,4,3,0,47.8,4.5,0.475
5291728,4,3.0,0.0,495.50444,6,9,1,160.0,3.9,1.115
5303784,2,2.0,0.0,231.20746,2,5,0,84.7,1.8,2.34
5307619,3,1.0,0.0,424.55748,6,7,1,104.0,2.1,0.484
5309399,5,4.0,0.0,430.49894,5,5,1,76.5,3.3,0.1
5310184,4,3.0,0.0,436.56972,8,6,1,73.9,2.7,0.634
5310596,3,2.0,0.0,351.48516,6,4,0,19.0,4.1,1.458
5312126,7,6.0,3.62,721.8444,10,10,0,147.0,5.6,0.4
5323341,4,2.0,0.0,559.71734,10,8,1,106.0,3.4,0.404
5331443,2,2.0,0.0,229.30084,2,2,2,82.5,2.5,0.858
5331470,2,2.0,0.0,273.3534,3,3,2,81.6,3.1,2.802
5332109,1,1.0,0.0,253.2545,6,5,1,100.0,2.7,0.183
5333107,2,2.0,0.0,354.25422,5,3,2,81.6,4.6,1.601
5333457,2,2.0,0.0,311.29212,5,5,2,104.0,3.4,2.02
5333847,2,2.0,0.0,245.23404,3,5,0,74.6,2.3,0.665
5333955,2,2.0,0.0,366.23993,3,2,0,7.1,0.0,0.723
5334290,3,3.0,0.0,388.50532,7,4,1,64.9,5.3,0.823
5334401,5,4.0,0.0,428.5029,5,4,1,87.8,4.8,2.638
5334509,2,2.0,0.0,289.24354,4,6,2,121.0,1.8,0.565
5334618,4,2.0,0.0,366.46004,6,7,1,65.9,4.0,1.705
5334671,4,4.0,0.0,532.56766,8,8,1,146.0,5.2,1.645
5334895,4,2.0,0.0,400.43496,5,10,1,129.0,4.1,0.225
5335244,2,2.0,0.0,318.35096,5,6,2,128.0,3.4,0.506
5335613,2,2.0,0.0,308.16264,3,3,1,54.4,3.6,0.125
5336094,3,3.0,0.0,419.49284,9,6,1,101.0,6.2,2.345
5336432,5,4.0,0.0,407.46384,3,3,0,53.0,4.2,0.997
5337624,2,2.0,0.0,463.2082,5,2,3,85.2,5.6,1.678
5337641,3,3.0,0.0,380.4634,8,7,2,104.0,6.3,2.127
5340140,4,3.0,0.0,387.43444,3,5,1,102.0,4.5,2.003
5341357,2,2.0,0.0,358.14026,4,7,1,131.0,2.8,0.184
5341411,2,2.0,0.0,323.6952,4,7,1,131.0,2.2,0.416
5341528,2,2.0,0.0,323.6952,4,7,1,131.0,2.2,0.47
5341736,3,3.0,0.0,294.2649,2,5,1,111.0,2.9,0.604
5342491,2,2.0,0.0,314.19036,3,3,2,95.6,3.5,0.983
5342524,3,3.0,0.0,339.30222,4,6,1,114.0,3.2,2.05
5343096,5,5.0,0.0,434.49248,5,4,2,88.0,5.1,3.682
5343248,2,2.0,0.0,314.19036,3,3,2,95.6,3.5,2.673
5345479,3,2.0,0.0,348.78418,3,6,0,77.8,3.4,0.474
5345644,4,4.0,0.0,444.30176,4,5,0,100.0,0.0,0.549
5346104,2,2.0,0.0,273.39646,4,4,1,65.5,4.8,0.673
5346381,2,2.0,0.0,286.39522,3,2,2,87.4,2.8,0.315
5346926,4,4.0,0.0,373.3648,4,7,1,109.0,5.1,0.176
5347179,2,2.0,0.0,306.8137,3,2,2,87.4,3.0,0.984
5348004,5,4.0,0.0,562.65654,9,9,0,140.0,5.4,1.292
5349730,2,2.0,0.0,365.90074,7,4,2,117.0,4.0,0.224
5354798,1,1.0,0.0,235.30542,5,3,2,91.7,2.5,1.174
5393549,2,2.0,0.0,289.30974,3,5,1,116.0,3.4,0.72
5394508,2,2.0,0.0,285.3641,5,3,2,91.7,2.7,0.623
5399366,2,2.0,0.0,295.33746,4,6,1,144.0,2.7,0.36
5404739,2,2.0,0.0,339.10168,3,6,1,113.0,2.1,0.389
5405088,2,2.0,0.0,274.2322,3,6,1,113.0,1.7,0.238
5405450,1,1.0,0.0,227.17416,4,6,1,110.0,1.6,0.542
5411283,2,1.0,0.0,229.31746,1,2,0,20.3,3.1,1.926
5411796,3,3.0,0.0,335.78696,4,3,1,54.4,4.6,0.852
5431360,3,2.0,0.0,355.405983,4,3,1,54.3,3.1,0.154
5431532,3,3.0,0.0,436.192043,5,7,1,118.0,3.1,0.761
5433960,4,3.0,0.0,462.21108,5,8,1,137.0,2.8,0.408
5434410,3,3.0,0.0,422.19028,5,7,1,131.0,2.8,0.878
5435884,2,2.0,0.0,357.6533,3,3,1,69.7,4.7,1.911
5436360,4,4.0,0.0,361.39056,2,5,1,72.0,5.3,1.227
5440766,3,3.0,0.0,379.36608,5,6,2,121.0,3.5,0.1
5454880,3,3.0,0.0,436.192043,5,7,1,118.0,3.1,0.889
5469563,2,2.0,0.0,276.27122,3,6,1,128.0,1.9,0.838
5497430,2,2.0,0.0,290.2382,4,8,1,144.0,0.5,0.214
5553820,3,3.0,0.0,392.52046,3,3,3,120.0,4.4,1.977
5575207,4,3.0,0.0,364.43756,4,5,1,53.0,2.6,0.1
5578971,5,4.0,0.0,428.52612,6,4,2,70.2,4.0,1.365
5634603,5,4.0,0.0,469.96536,5,4,0,54.3,4.9,1.722
5636860,5,4.0,0.0,465.54628,6,5,0,63.5,4.3,2.34
5638819,4,3.0,0.0,350.41098,4,5,1,53.0,2.7,0.1
5666737,3,2.0,0.0,416.9012,8,6,1,66.4,5.3,1.183
5674353,3,3.0,0.0,391.41984,7,6,1,82.0,3.9,0.473
5676317,4,3.0,0.0,394.46676,4,6,1,112.0,4.3,1.144
5680788,4,3.0,0.0,410.46616,4,7,2,132.0,4.3,0.55
5708224,3,2.0,0.0,486.60364,10,7,1,137.0,3.2,3.318
5712446,4,4.0,0.0,430.28882,4,3,0,70.3,5.4,1.294
5713121,3,3.0,0.0,416.29861,3,2,0,7.1,0.0,0.1
5713123,2,2.0,0.0,380.26651,4,2,0,7.1,0.0,0.572
5713277,4,0.0,0.0,560.71872,7,8,4,141.0,2.8,0.33
5717737,2,2.0,0.0,463.2082,5,2,3,85.2,5.6,1.077
5717745,2,2.0,0.0,497.65326,5,2,3,85.2,6.2,2.025
5719371,3,3.0,0.0,467.77419,5,2,0,12.0,0.0,0.286
5719791,3,2.0,0.0,317.25364,3,7,1,119.0,2.2,0.532
5719799,4,3.0,0.0,393.3496,4,7,1,119.0,3.5,0.62
5720198,3,2.0,0.0,371.90034,6,3,1,21.7,0.0,3.172
5720211,2,2.0,0.0,328.38884,3,4,2,114.0,3.6,1.632
5721289,5,1.0,0.0,331.36634,4,5,1,100.0,4.2,0.1
5722655,3,3.0,0.0,388.50532,8,4,1,64.9,5.4,0.937
5724239,2,2.0,0.0,287.74416,4,3,1,54.4,2.9,0.635
5725290,5,4.0,0.0,407.46384,3,3,0,53.0,4.1,1.788
5726593,2,2.0,0.0,297.39802,6,3,2,76.2,3.7,1.714
5727907,4,4.0,0.0,479.43192,6,4,1,53.4,0.0,1.475
5729099,3,1.0,0.0,419.5608,8,6,1,119.0,2.2,2.625
5730621,3,2.0,0.0,409.52124,9,5,1,54.0,3.0,0.918
5730810,3,2.0,0.0,379.49526,8,4,1,44.8,3.0,0.686
5731123,3,3.0,0.0,311.29212,3,5,0,91.6,2.6,0.213
5731541,3,3.0,0.0,307.34318,4,4,1,51.6,4.1,2.066
5731619,3,3.0,0.0,277.3172,3,3,1,42.4,4.1,2.741
5731721,3,3.0,0.0,386.23924,4,4,1,51.6,4.8,0.831
5731731,3,3.0,0.0,386.23924,4,4,1,51.6,4.8,0.699
5734165,2,2.0,0.0,297.34836,6,4,1,47.6,4.3,2.486
5734258,4,3.0,0.0,436.50674,3,6,0,141.0,4.5,0.915
5734646,5,4.0,0.0,482.57848,7,9,2,167.0,3.5,0.161
5734740,2,2.0,0.0,269.34486,3,3,2,76.2,2.5,1.2
5735740,3,3.0,0.0,321.36976,5,4,1,51.6,4.4,2.485
5736634,1,1.0,0.0,299.79308,8,4,1,38.8,0.0,0.237
5736647,1,1.0,0.0,299.79308,8,4,1,38.8,0.0,0.794
5738661,4,4.0,0.0,413.3856,5,7,1,130.0,3.9,1.125
5739491,3,2.0,0.0,322.40088,5,4,1,41.6,4.1,6.775
5739955,2,2.0,0.0,285.33766,6,4,1,51.5,4.5,2.975
5740156,3,3.0,0.0,408.36424,6,6,3,142.0,2.2,60.0
5740802,3,2.0,0.0,310.365363,3,4,0,40.2,4.6,3.49
5750335,4,3.0,0.0,349.3401,4,6,0,87.7,3.8,0.427
5750365,2,2.0,0.0,497.65326,5,2,3,85.2,6.2,1.734
5754756,2,2.0,0.0,357.36056,7,5,2,117.0,3.2,0.863
5754757,2,2.0,0.0,330.29216,6,6,1,114.0,2.9,0.995
5756371,3,1.0,0.0,309.3226,3,3,0,77.7,1.8,0.789
5756549,3,1.0,0.0,316.44104,1,4,1,89.7,4.2,0.981
5760298,4,4.0,0.0,358.8203,4,2,1,45.8,5.6,0.824
5761700,3,3.0,0.0,324.29088,4,5,1,105.0,2.8,0.137
5769321,3,3.0,0.0,387.38808,5,6,0,101.0,4.7,1.54
5770961,3,2.0,0.0,468.517263,9,6,2,95.9,4.2,1.608
5770963,3,2.0,0.0,450.5268,9,5,2,95.9,4.1,1.637
5771434,5,3.0,0.0,481.56398,5,7,0,105.0,3.3,1.66
5774004,2,2.0,0.0,352.73312,6,7,1,127.0,2.1,0.154
5776408,6,5.0,0.0,550.64746,8,6,2,88.7,5.6,0.125
5786987,5,4.0,0.0,407.46384,3,3,0,53.0,4.2,1.356
5794045,4,3.0,0.0,581.6798,11,9,2,124.0,4.6,1.63
5817505,4,4.0,0.0,343.40172,4,4,1,90.9,4.8,1.416
5818839,5,3.0,0.0,501.614923,5,5,1,78.0,5.2,0.243
5829079,3,3.0,0.0,307.36962,4,4,1,83.1,3.1,0.843
5884233,3,2.0,0.0,378.53034,6,3,1,66.8,5.5,2.084
5902515,4,3.0,0.0,451.51808,5,7,2,141.0,3.8,3.44
5912397,4,4.0,0.0,370.44368,6,3,0,36.3,5.3,0.663
5914949,2,2.0,0.0,390.878863,9,4,1,41.6,4.2,0.327
5927210,3,2.0,0.0,325.381683,2,7,1,98.4,2.9,3.217
5927813,4,3.0,0.0,405.48948,4,4,1,64.8,4.8,2.249
5928348,3,3.0,0.0,310.7808,3,4,2,63.3,4.1,3.308
5941975,1,0.0,0.0,255.4227,4,2,2,82.5,3.6,0.1
5942255,2,2.0,0.0,302.7588,5,3,2,86.0,2.6,1.926
5952109,3,3.0,0.0,390.28632,5,5,1,79.6,6.3,0.289
5953874,3,2.0,0.0,277.32218,2,6,1,124.0,2.5,2.111
5975930,3,3.0,0.0,356.35258,5,7,1,134.0,4.1,60.0
5995442,3,2.0,0.0,336.4506,5,3,1,66.8,4.2,2.229
6006065,3,3.0,0.0,314.79264,4,5,1,78.4,4.1,1.838
6011097,2,1.0,0.0,252.28958,2,4,0,94.4,2.2,1.033
6011141,3,2.0,0.0,343.40018,3,5,0,97.6,3.3,1.806
6043335,5,3.0,0.0,433.46312,6,10,2,106.0,4.1,0.393
6050443,3,3.0,0.0,289.1593,2,1,1,28.7,5.0,3.154
6052679,4,3.0,0.0,418.51138,6,4,1,108.0,4.7,1.045
6053618,3,2.0,0.0,387.361723,4,7,0,113.0,4.5,0.518
6053857,4,4.0,0.0,373.40786,5,4,2,84.8,3.8,1.706
6074923,3,2.0,0.0,350.47718,6,3,1,66.8,4.8,3.064
6079782,2,2.0,0.0,318.28806,5,7,1,127.0,1.4,1.027
6083010,4,3.0,0.0,262.30916,2,3,2,53.1,3.7,2.605
6085636,3,3.0,0.0,518.8306,8,4,1,65.4,5.4,0.736
6087863,4,2.0,0.0,382.469406,2,3,2,56.2,4.4,1.835
6098010,4,3.0,0.0,561.5198,9,5,0,75.3,5.3,1.578
6105143,4,3.0,0.0,485.57084,8,6,0,57.2,5.0,1.826
6110289,2,2.0,0.0,280.31784,3,3,1,54.4,4.2,1.83
6122140,4,4.0,0.0,358.8203,4,2,1,45.8,5.6,0.755
6155659,2,2.0,0.0,318.2417,3,7,1,146.0,2.1,0.768
6156842,5,4.0,0.0,450.3278,4,3,2,67.0,4.7,0.882
6175808,3,3.0,0.0,370.44038,7,3,0,43.4,5.6,1.929
6177155,2,2.0,0.0,291.28256,4,6,1,129.0,2.5,0.243
6212292,3,3.0,0.0,375.44358,6,6,1,118.0,4.7,1.429
6217526,4,4.0,0.0,416.53526,5,3,1,71.2,6.1,0.995
6223631,3,3.0,0.0,414.8654,6,7,1,138.0,3.2,3.431
6223687,5,4.0,0.0,458.52888,7,6,1,97.9,5.4,2.187
6223985,4,3.0,0.0,438.53924,5,6,0,75.3,3.1,2.022
6224194,3,2.0,0.0,377.52244,7,3,0,26.8,3.6,0.164
6256253,5,4.0,0.0,540.56652,7,8,1,132.0,3.9,1.055
6259302,2,2.0,0.0,348.37694,6,7,2,137.0,3.4,0.414
6270287,3,3.0,0.0,396.4628,9,8,2,113.0,5.9,1.335
6270682,3,3.0,0.0,400.88188,8,7,2,104.0,6.6,1.48
6322955,2,2.0,0.0,289.24354,5,6,1,110.0,2.5,0.122
6340245,1,1.0,0.0,278.19252,2,3,2,111.0,2.5,2.066
6362174,4,3.0,0.0,299.32932,3,3,1,62.5,2.7,0.687
6362905,2,2.0,0.0,379.28198,6,5,0,101.0,3.3,1.392
6372599,1,1.0,0.0,241.20074,4,6,1,110.0,1.7,0.589
6379414,1,1.0,0.0,271.29292,4,6,1,125.0,2.7,2.701
6381781,2,2.0,0.0,421.62324,6,7,1,127.0,3.4,0.143
6385048,2,1.0,0.0,259.36988,3,2,2,68.5,2.2,2.884
6386865,2,1.0,0.0,315.4762,7,2,2,68.5,4.7,4.007
6392048,3,2.0,0.0,321.4178,2,6,1,98.4,3.2,2.214
6400980,4,3.0,0.0,317.42742,2,3,0,29.0,4.8,1.192
6402409,5,4.0,0.0,403.5431,6,5,0,72.1,4.4,0.489
6402465,4,3.0,0.0,410.3103,3,5,0,45.2,3.5,0.1
6404717,2,2.0,0.0,320.84028,5,5,0,67.2,3.1,0.66
6407401,5,4.0,0.0,452.54752,5,5,0,58.6,4.9,3.122
6407447,4,4.0,0.0,405.55898,8,5,0,72.1,4.6,0.754
6409920,3,3.0,0.0,346.30653,2,6,2,66.9,3.0,4.555
6413011,4,4.0,0.0,342.45672,4,3,0,51.1,5.8,1.947
6413024,3,3.0,0.0,289.3345,5,5,1,63.6,2.4,2.275
6413397,5,4.0,0.0,427.45524,4,7,1,96.1,4.2,1.284
6463453,4,3.0,0.0,378.46414,6,5,0,42.0,2.9,0.216
6465310,3,2.0,0.0,327.395883,4,3,2,44.4,3.1,0.476
6468112,2,1.0,0.0,312.20552,2,2,2,44.4,2.2,0.188
6469540,2,2.0,0.0,227.26182,2,2,2,54.0,2.0,0.781
6471104,3,2.0,0.0,327.395883,4,3,2,44.4,3.1,0.736
6484306,2,2.0,0.0,300.76122,4,4,0,69.6,2.6,1.827
6485176,3,3.0,0.0,339.38504,6,5,0,48.0,3.4,0.798
6491060,3,3.0,0.0,387.36662,5,7,2,155.0,3.1,0.548
6492095,2,2.0,0.0,217.3299,3,2,1,40.3,3.9,2.134
6498225,2,2.0,0.0,303.42244,9,5,1,72.3,2.8,0.909
6500005,3,3.0,0.0,417.50018,8,4,2,80.3,4.7,3.613
6516390,5,3.0,0.0,472.55876,7,5,1,105.0,4.6,1.337
6518655,6,4.0,0.0,528.62202,7,7,1,109.0,5.5,0.335
6520321,2,2.0,0.0,325.42796,4,5,1,105.0,4.3,4.129
6526694,4,4.0,0.0,364.84802,4,3,1,74.0,5.6,1.035
6602552,4,3.0,0.0,342.82266,3,5,3,61.3,0.0,2.111
6602579,2,2.0,0.0,311.80378,6,4,1,42.7,0.0,0.574
6602623,4,3.0,0.0,451.942023,7,7,1,87.0,0.0,1.28
6602716,2,1.0,0.0,211.73102,0,1,2,12.0,0.0,4.826
6602730,5,0.0,0.0,312.87796,3,3,1,23.6,0.0,0.225
6602767,5,4.0,0.0,421.92256,5,6,2,57.4,0.0,2.304
6602784,3,2.0,0.0,421.94086,6,5,2,87.2,0.0,1.803
6602795,4,4.0,0.0,329.78414,4,5,3,79.6,0.0,0.305
6602808,4,4.0,0.0,326.7802,3,5,2,63.8,0.0,0.6
6602959,4,2.0,0.0,383.74244,2,2,2,27.1,0.0,0.152
6602975,2,1.0,0.0,209.71514,0,1,2,12.0,0.0,4.499
6602978,2,2.0,0.0,284.74198,3,6,2,73.5,0.0,6.079
6603020,2,2.0,0.0,351.86764,8,4,1,42.7,0.0,0.845
6603042,2,1.0,0.0,333.25338,5,4,1,32.8,0.0,0.606
6603212,4,2.0,0.0,335.2708,2,2,2,27.1,0.0,0.443
6603237,2,2.0,0.0,356.24511,3,2,2,27.1,0.0,0.121
6603379,3,2.0,0.0,349.826943,5,4,1,29.5,0.0,4.06
6603401,5,5.0,0.0,388.84958,4,5,2,63.8,0.0,2.218
6603435,3,1.0,0.0,339.31368,5,2,2,27.1,0.0,0.1
6603448,4,3.0,0.0,468.39662,7,6,1,87.0,0.0,1.799
6603487,2,2.0,0.0,368.31184,6,2,2,47.4,0.0,5.535
6603565,4,3.0,0.0,443.9696,6,6,1,65.3,0.0,2.768
6603597,3,2.0,0.0,346.89418,6,3,1,25.4,0.0,1.532
6604176,6,4.0,0.0,522.6126,4,7,1,106.0,0.0,0.887
6604199,2,0.0,0.99,281.34742,3,4,2,83.5,0.5,0.1
6615568,4,3.0,0.0,484.56792,9,10,0,122.0,4.3,1.908
6616725,4,4.0,0.0,494.78146,6,5,2,116.0,4.7,2.434
6618369,6,2.0,0.0,417.50018,2,4,1,78.2,5.3,1.067
6619971,2,2.0,0.0,279.35798,4,4,1,87.6,1.7,3.077
6621049,4,3.0,0.0,380.9104,4,1,0,25.2,4.9,1.79
6621361,3,2.0,0.0,437.16826,2,2,1,29.1,4.8,1.106
6622403,4,4.0,0.0,406.49738,5,4,0,78.1,4.4,1.426
6622738,4,4.0,0.0,427.94698,6,5,0,77.8,5.0,0.123
6622826,4,3.0,0.0,480.55608,8,7,0,95.3,3.6,1.552
6622924,4,4.0,0.0,434.534,10,7,1,76.8,4.5,0.709
6623491,3,3.0,0.0,380.43696,8,4,1,61.7,3.0,2.45
6669960,7,4.0,0.0,623.69488,8,8,1,103.0,4.0,0.1
6862946,2,2.0,0.0,375.25352,3,5,2,143.0,4.6,0.651
6864491,2,2.0,0.0,417.47872,9,7,2,134.0,4.1,2.875
6866682,3,3.0,0.0,402.45076,6,8,1,172.0,3.1,0.634
6868234,4,4.0,0.0,343.357063,4,6,1,63.1,4.2,0.357
6868716,3,3.0,0.0,530.37116,9,7,1,124.0,4.7,2.321
6870357,2,2.0,0.0,276.27122,3,6,1,128.0,1.9,0.429
6871588,4,4.0,0.0,492.32142,7,5,2,92.9,5.1,1.966
6871590,4,4.0,0.0,447.87042,7,5,2,92.9,5.1,2.001
6871631,3,3.0,0.0,468.88634,9,7,1,95.4,4.8,1.311
6872161,4,4.0,0.0,418.48978,6,3,1,70.2,5.1,1.722
6872215,3,3.0,0.0,524.137923,6,6,2,96.4,4.8,1.008
6872217,3,3.0,0.0,536.17344,7,6,2,106.0,4.6,0.942
6872349,3,3.0,0.0,339.41148,4,4,2,105.0,3.6,0.102
6872500,2,2.0,0.0,349.83514,6,4,2,101.0,3.3,1.183
6872597,2,2.0,0.0,329.41666,6,4,2,101.0,3.0,0.566
6872649,3,3.0,0.0,420.80532,5,6,1,120.0,4.5,0.531
6872741,2,2.0,0.0,333.25634,5,8,2,158.0,2.3,0.1
6872898,3,3.0,0.0,420.80532,5,6,1,120.0,4.5,0.616
6872917,2,2.0,0.0,422.3393,7,4,2,101.0,4.1,0.114
6873313,3,3.0,0.0,319.42338,5,4,1,65.5,5.4,2.671
6874164,2,2.0,0.0,348.33388,4,7,2,154.0,2.6,0.858
6874299,1,1.0,0.0,395.11342,4,3,2,91.7,3.4,1.348
6874358,3,3.0,0.0,477.437986,8,10,1,131.0,4.0,2.191
6874698,4,4.0,0.0,465.25632,4,6,1,113.0,5.0,0.128
6874971,4,4.0,0.0,428.44,6,6,1,113.0,5.7,0.194
6875062,3,3.0,0.0,387.78046,5,6,1,123.0,2.5,2.852
6875377,2,2.0,0.0,359.87302,7,3,2,77.7,4.3,1.652
6875392,2,2.0,0.0,365.852783,6,4,2,77.7,4.2,1.149
6875617,1,1.0,0.0,213.14758,3,6,1,110.0,1.2,0.469
6875684,2,2.0,0.0,399.18558,6,6,2,130.0,2.7,0.1
6875690,2,2.0,0.0,358.34862,6,6,2,130.0,2.2,0.1
6875756,2,2.0,0.0,348.63542,3,3,2,95.6,4.1,0.122
6876664,2,2.0,0.0,354.17922,3,5,1,116.0,3.7,0.754
6876815,2,2.0,0.0,319.80916,5,3,2,91.7,3.3,0.323
6877349,2,2.0,0.0,372.4414,7,5,2,124.0,3.8,1.988
6877633,4,2.0,0.0,443.56236,6,8,0,86.7,2.6,1.714
6877635,4,2.0,0.0,458.53394,5,9,0,123.0,2.5,0.55
6877972,2,2.0,0.0,333.3623,7,6,2,131.0,2.0,1.388
6878016,2,2.0,0.0,303.27012,5,6,1,110.0,2.8,0.151
6878676,3,2.0,0.0,372.84864,4,5,0,64.7,4.2,1.315
6880172,3,3.0,0.0,400.26912,4,3,1,55.6,4.0,0.324
6882265,3,3.0,0.0,322.38426,5,5,1,92.5,2.6,0.579
6882316,2,2.0,0.0,332.33448,5,6,2,145.0,2.4,0.285
6883299,2,2.0,0.0,321.3549,4,6,2,144.0,3.3,0.15
6884156,3,3.0,0.0,482.91292,9,7,1,95.4,5.1,1.173
6884367,3,3.0,0.0,338.31746,5,6,2,112.0,3.7,0.1
6884770,3,3.0,0.0,338.31746,5,6,2,112.0,3.7,0.1
6885583,3,3.0,0.0,328.75302,4,4,2,83.3,3.5,1.497
6886476,2,2.0,0.0,279.27516,3,6,2,144.0,2.0,0.612
6886789,2,2.0,0.0,327.372746,5,6,2,121.0,3.7,0.895
6887802,3,2.0,0.0,550.28782,6,7,1,119.0,3.6,2.55
6889577,5,5.0,0.0,431.46708,4,7,1,125.0,3.9,1.797
6890185,5,5.0,0.0,431.46708,4,7,1,125.0,3.9,2.115
6893101,3,3.0,0.0,370.807943,5,4,1,59.3,4.2,2.668
6893438,2,2.0,0.0,316.26888,5,6,2,130.0,1.8,0.1
6894710,2,1.0,0.0,308.333,4,6,1,104.0,1.8,1.339
6895141,3,3.0,0.0,376.304393,4,7,1,54.6,4.9,1.146
6896342,3,3.0,0.0,284.27008,2,5,0,89.1,3.5,0.195
6896701,2,2.0,0.0,314.19036,3,3,2,95.6,3.5,0.627
6898032,2,2.0,0.0,320.38998,3,5,2,143.0,3.7,1.344
6898878,2,2.0,0.0,317.2967,5,6,1,110.0,3.2,0.1
6899365,3,2.0,0.0,314.400423,3,4,0,23.8,3.2,1.807
6899636,4,3.0,0.0,272.30398,3,3,1,49.6,3.1,0.619
6899916,3,3.0,0.0,374.46212,6,4,2,124.0,2.4,0.924
6900119,4,4.0,0.0,401.3749,5,6,1,118.0,4.0,0.1
6900121,4,4.0,0.0,435.81996,5,6,1,118.0,4.7,0.1
6900122,4,4.0,0.0,431.40088,6,7,1,128.0,4.0,0.1
6900123,4,4.0,0.0,419.365363,5,7,1,118.0,4.1,0.1
6900623,2,2.0,0.0,285.38402,5,3,0,29.8,3.7,0.843
6900758,3,3.0,0.0,356.83262,4,4,2,113.0,2.9,1.638
6901770,5,5.0,0.0,522.62074,7,6,1,117.0,5.5,1.6
6901828,2,2.0,0.0,394.40232,7,8,1,146.0,2.3,0.218
6901830,2,1.0,0.0,223.18546,3,5,1,100.0,1.3,0.36
6902053,6,5.0,0.0,500.59362,6,5,1,75.4,6.1,1.962
6902142,3,2.0,0.0,303.22706,3,7,1,119.0,2.2,0.172
6902526,3,2.0,0.0,371.39044,6,7,1,107.0,2.3,0.1
6902907,2,2.0,0.0,369.52358,7,3,2,77.7,5.5,2.023
6904065,2,1.0,0.0,284.40094,3,5,2,109.0,1.7,60.0
6906133,3,3.0,0.0,404.45836,9,5,1,69.2,4.4,0.56
6907246,3,3.0,0.0,518.74679,7,7,2,71.3,6.3,2.623
6952211,4,4.0,0.0,314.38372,3,3,1,42.2,5.0,0.951
6953463,3,3.0,0.0,278.30856,3,3,2,70.1,2.4,1.73
6981965,2,2.0,0.0,392.09836,3,3,1,69.7,5.3,0.597
7010816,5,5.0,0.0,528.60372,11,5,1,97.8,4.7,1.436
7066845,4,4.0,0.0,314.38372,3,3,1,42.2,5.0,0.488
7066859,4,3.0,0.0,292.3782,3,3,1,42.2,4.3,2.059
7075534,4,3.0,0.0,391.45311,4,6,1,60.2,4.6,2.311
7080334,4,4.0,0.0,318.32936,3,4,1,72.4,3.4,1.778
7086337,4,4.0,0.0,340.42268,4,7,1,116.0,4.2,2.41
7105628,3,3.0,0.0,305.302566,3,6,2,82.3,4.1,3.842
7106785,4,4.0,0.0,379.2532,3,3,1,42.2,5.3,0.832
7109939,4,4.0,0.0,384.47524,5,7,2,133.0,4.6,2.438
7118808,4,3.0,0.0,386.446463,6,7,1,111.0,2.9,3.933
7118810,4,3.0,0.0,400.473043,6,7,1,111.0,3.4,4.078
7119106,3,3.0,0.0,326.387903,5,4,1,70.2,4.0,0.531
7152314,2,2.0,0.0,302.43438,6,3,1,70.2,3.9,1.104
7172585,4,4.0,0.0,366.8076,4,6,0,87.2,3.4,3.311
7202820,4,3.0,0.0,347.30276,2,8,1,148.0,2.8,1.782
7202928,4,2.0,0.0,262.2844,2,5,1,88.7,2.2,1.296
7207303,3,3.0,0.0,279.35952,4,4,0,64.0,2.8,1.987
7207489,3,3.0,0.0,313.80458,4,4,0,64.0,3.4,1.842
7218890,3,3.0,0.0,374.22072,5,4,0,57.0,4.9,0.423
7231881,4,4.0,0.0,403.49344,6,5,0,80.6,6.1,1.693
7285299,4,4.0,0.0,297.3499,3,1,1,32.9,4.9,1.93
7292609,4,3.0,0.0,386.42492,3,7,0,124.0,4.1,0.307
7292627,4,3.0,0.0,392.81682,2,7,0,124.0,4.0,0.254
7294801,4,3.0,0.0,386.42492,2,7,0,124.0,4.1,0.119
